"Player","Position","Handedness","Season","Team","GP","Strength","TOI","Goals","xGoals","Assists","A1","A2","P","P1","iSh%","iFSh%","ixFSh%","iSF","iFen","iCorsi","G60","xG60","A60","A160","A260","P60","P160","iSF60","iFen60","iCorsi60","HF","HA","Takeaways","Giveaways","PEND","PENT","Blocks","Faceoff Wins","Faceoff Losses","Faceoff%"
"MATT PUEMPEL","LW","L","2016","OTT","13","All Situations","111.40","0","1.39","0","0","0","0","0","0.00","0.00","8.66","12","16","24","0.00","0.75","0.00","0.00","0.00","0.00","0.00","6.46","8.62","12.93","10","14","2","0","1","6","6","0","1","0.00"
"MELKER KARLSSON","C","R","2016","S.J","15","All Situations","178.30","2","1.52","2","1","1","4","3","16.67","10.00","7.59","12","20","26","0.67","0.51","0.67","0.34","0.34","1.35","1.01","4.04","6.73","8.75","10","23","4","3","3","2","11","0","2","0.00"
"NIKITA TRYAMKIN","D","L","2016","VAN","12","All Situations","196.73","0","0.42","0","0","0","0","0","0.00","0.00","1.75","12","24","33","0.00","0.13","0.00","0.00","0.00","0.00","0.00","3.66","7.32","10.06","40","18","0","4","0","7","7","0","0",""
"REID BOUCHER","C","L","2016","N.J","9","All Situations","110.28","0","1.03","2","2","0","2","2","0.00","0.00","6.43","12","16","27","0.00","0.56","1.09","1.09","0.00","1.09","1.09","6.53","8.71","14.69","11","8","4","0","1","1","6","0","0",""
"SHAWN MATTHIAS","LW","L","2016","WPG","10","All Situations","118.32","2","1.26","1","0","1","3","2","16.67","10.53","6.62","12","19","22","1.01","0.64","0.51","0.00","0.51","1.52","1.01","6.09","9.63","11.16","7","5","0","3","2","2","3","1","2","33.33"
"ALAN QUINE","C","L","2016","NYI","12","All Situations","130.27","1","0.83","2","0","2","3","1","9.09","8.33","6.95","11","12","17","0.46","0.38","0.92","0.00","0.92","1.38","0.46","5.07","5.53","7.83","22","8","3","3","0","1","6","28","22","56.00"
"ANDREW COPP","C","L","2016","WPG","13","All Situations","166.07","2","1.09","2","2","0","4","4","18.18","11.76","6.39","11","17","23","0.72","0.39","0.72","0.72","0.00","1.45","1.45","3.97","6.14","8.31","18","16","7","4","0","1","7","22","32","40.74"
"ANDREW MACDONALD","D","L","2016","PHI","14","All Situations","270.85","1","0.42","4","4","0","5","5","9.09","7.69","3.22","11","13","28","0.22","0.09","0.89","0.89","0.00","1.11","1.11","2.44","2.88","6.20","10","27","2","12","2","2","27","0","0",""
"BRIAN FLYNN","C","R","2016","MTL","12","All Situations","147.67","0","0.83","2","1","1","2","1","0.00","0.00","4.64","11","18","25","0.00","0.34","0.81","0.41","0.41","0.81","0.41","4.47","7.31","10.16","8","16","4","6","1","1","8","9","7","56.25"
"DANIEL WINNIK","LW","L","2016","WSH","14","All Situations","154.05","3","0.83","1","1","0","4","4","27.27","18.75","5.17","11","16","17","1.17","0.32","0.39","0.39","0.00","1.56","1.56","4.28","6.23","6.62","5","15","5","7","1","3","5","2","2","50.00"
"HAMPUS LINDHOLM","D","L","2016","ANA","9","All Situations","196.03","0","0.54","2","1","1","2","1","0.00","0.00","3.02","11","18","32","0.00","0.17","0.61","0.31","0.31","0.61","0.31","3.37","5.51","9.79","11","15","5","10","2","2","10","0","0",""
"JACOB JOSEFSON","C","L","2016","N.J","12","All Situations","142.20","0","1.11","2","1","1","2","1","0.00","0.00","5.53","11","20","23","0.00","0.47","0.84","0.42","0.42","0.84","0.42","4.64","8.44","9.70","9","12","2","4","3","2","3","40","27","59.70"
"JESPER FAST","RW","R","2016","NYR","22","All Situations","296.05","2","1.88","8","6","2","10","8","18.18","11.11","10.43","11","18","22","0.41","0.38","1.62","1.22","0.41","2.03","1.62","2.23","3.65","4.46","30","26","16","4","1","5","8","6","6","50.00"
"JOHN MITCHELL","C","L","2016","COL","15","All Situations","183.32","0","0.9","0","0","0","0","0","0.00","0.00","5.02","11","18","32","0.00","0.30","0.00","0.00","0.00","0.00","0.00","3.60","5.89","10.47","15","11","6","0","2","6","9","74","57","56.49"
"MICHAEL STONE","D","R","2016","ARI","10","All Situations","206.20","0","0.54","3","1","2","3","1","0.00","0.00","2.59","11","21","29","0.00","0.16","0.87","0.29","0.58","0.87","0.29","3.20","6.11","8.44","19","14","0","4","0","1","21","0","0",""
"NIKLAS KRONWALL","D","L","2016","DET","9","All Situations","173.83","0","0.84","1","1","0","1","1","0.00","0.00","5.61","11","15","22","0.00","0.29","0.35","0.35","0.00","0.35","0.35","3.80","5.18","7.59","9","4","0","2","0","2","16","0","0",""
"ROBERT BORTUZZO","D","R","2016","STL","8","All Situations","114.27","1","0.9","0","0","0","1","1","9.09","6.67","6.00","11","15","17","0.53","0.47","0.00","0.00","0.00","0.53","0.53","5.78","7.88","8.93","19","18","1","6","1","1","12","0","0",""
"ROMAN POLAK","D","R","2016","TOR","16","All Situations","282.13","1","0.41","1","0","1","2","1","9.09","5.56","2.25","11","18","34","0.21","0.09","0.21","0.00","0.21","0.43","0.21","2.34","3.83","7.23","59","20","4","7","4","6","23","0","0",""
"TORREY MITCHELL","C","R","2016","MTL","22","All Situations","284.60","5","2.29","2","1","1","7","6","45.45","25.00","11.45","11","20","23","1.05","0.48","0.42","0.21","0.21","1.48","1.26","2.32","4.22","4.85","10","11","13","10","5","4","18","126","93","57.53"
"TYLER GRAOVAC","C","L","2016","MIN","13","All Situations","127.23","2","1.5","0","0","0","2","2","18.18","10.00","7.51","11","20","24","0.94","0.71","0.00","0.00","0.00","0.94","0.94","5.19","9.43","11.32","17","12","4","0","1","0","1","40","39","50.63"
"ADAM PELECH","D","L","2016","NYI","8","All Situations","129.92","1","0.45","2","0","2","3","1","10.00","6.25","2.79","10","16","23","0.46","0.21","0.92","0.00","0.92","1.39","0.46","4.62","7.39","10.62","11","11","4","4","0","0","8","0","0",""
"CARL GUNNARSSON","D","L","2016","STL","18","All Situations","253.35","0","0.34","1","1","0","1","1","0.00","0.00","2.13","10","16","23","0.00","0.08","0.24","0.24","0.00","0.24","0.24","2.37","3.79","5.45","13","23","0","1","2","2","21","0","0",""
"DREW STAFFORD","RW","R","2016","WPG","8","All Situations","107.90","0","0.48","2","0","2","2","0","0.00","0.00","4.38","10","11","13","0.00","0.27","1.11","0.00","1.11","1.11","0.00","5.56","6.12","7.23","3","4","2","7","0","1","0","1","3","25.00"
"KEVIN LABANC","RW","R","2016","S.J","9","All Situations","111.00","1","0.91","2","2","0","3","3","10.00","7.69","6.97","10","13","19","0.54","0.49","1.08","1.08","0.00","1.62","1.62","5.41","7.03","10.27","5","4","1","3","0","3","2","0","0",""
"TEDDY PURCELL","LW","R","2016","L.A","12","All Situations","154.70","0","0.77","2","1","1","2","1","0.00","0.00","5.90","10","13","20","0.00","0.30","0.78","0.39","0.39","0.78","0.39","3.88","5.04","7.76","7","14","2","3","0","0","2","3","0","100.00"
"ERIC GELINAS","D","L","2016","COL","7","All Situations","87.53","0","0.24","1","0","1","1","0","0.00","0.00","1.70","9","14","17","0.00","0.16","0.69","0.00","0.69","0.69","0.00","6.17","9.60","11.65","3","5","0","2","0","3","3","0","0",""
"JOSH GORGES","D","L","2016","BUF","21","All Situations","408.02","0","0.5","0","0","0","0","0","0.00","0.00","3.11","9","16","26","0.00","0.07","0.00","0.00","0.00","0.00","0.00","1.32","2.35","3.82","47","24","0","6","6","9","31","0","1","0.00"
"JUSTIN DOWLING","C","L","2016","DAL","5","All Situations","55.90","0","0.94","2","1","1","2","1","0.00","0.00","9.37","9","10","15","0.00","1.01","2.15","1.07","1.07","2.15","1.07","9.66","10.73","16.10","1","3","1","1","0","2","0","20","21","48.78"
"KEVIN GRAVEL","D","L","2016","L.A","12","All Situations","173.95","0","0.37","1","0","1","1","0","0.00","0.00","2.29","9","16","24","0.00","0.13","0.34","0.00","0.34","0.34","0.00","3.10","5.52","8.28","19","25","0","5","3","1","17","0","0",""
"MATT TENNYSON","D","R","2016","CAR","7","All Situations","102.43","0","0.15","0","0","0","0","0","0.00","0.00","1.54","9","10","12","0.00","0.09","0.00","0.00","0.00","0.00","0.00","5.27","5.86","7.03","9","17","3","5","0","0","4","0","0",""
"MIKE REILLY","D","L","2016","MIN","9","All Situations","116.58","0","0.51","0","0","0","0","0","0.00","0.00","2.66","9","19","32","0.00","0.26","0.00","0.00","0.00","0.00","0.00","4.63","9.78","16.47","1","16","0","5","1","1","2","0","0",""
"NICK SCHULTZ","D","L","2016","PHI","9","All Situations","151.05","0","0.29","3","3","0","3","3","0.00","0.00","2.11","9","14","18","0.00","0.12","1.19","1.19","0.00","1.19","1.19","3.57","5.56","7.15","15","13","1","5","0","1","18","0","0",""
"PETTERI LINDBOHM","D","L","2016","STL","5","All Situations","63.38","0","0.21","0","0","0","0","0","0.00","0.00","1.92","9","11","15","0.00","0.20","0.00","0.00","0.00","0.00","0.00","8.52","10.41","14.20","9","4","1","1","2","1","3","0","0",""
"RYAN MURRAY","D","L","2016","CBJ","15","All Situations","280.65","0","0.37","2","1","1","2","1","0.00","0.00","2.64","9","14","26","0.00","0.08","0.43","0.21","0.21","0.43","0.21","1.92","2.99","5.56","6","13","3","3","0","4","21","0","0",""
"SHEA THEODORE","D","L","2016","ANA","8","All Situations","147.90","0","0.67","1","1","0","1","1","0.00","0.00","3.36","9","20","25","0.00","0.27","0.41","0.41","0.00","0.41","0.41","3.65","8.11","10.14","0","5","0","13","1","3","7","0","0",""
"TOM GILBERT","D","R","2016","L.A","13","All Situations","205.63","1","0.54","3","3","0","4","4","11.11","6.25","3.39","9","16","24","0.29","0.16","0.88","0.88","0.00","1.17","1.17","2.63","4.67","7.00","6","24","1","5","0","3","18","0","0",""
"TOM KUHNHACKL","RW","L","2016","PIT","16","All Situations","147.95","1","0.99","2","2","0","3","3","11.11","6.67","6.58","9","15","19","0.41","0.40","0.81","0.81","0.00","1.22","1.22","3.65","6.08","7.71","20","17","1","2","1","2","10","0","1","0.00"
"XAVIER OUELLET","D","L","2016","DET","7","All Situations","104.62","0","0.36","1","0","1","1","0","0.00","0.00","3.60","9","10","17","0.00","0.21","0.57","0.00","0.57","0.57","0.00","5.16","5.74","9.75","3","5","2","2","0","0","5","0","0",""
"A.J. GREER","LW","L","2016","COL","5","All Situations","68.28","0","1.12","1","0","1","1","0","0.00","0.00","11.24","8","10","11","0.00","0.99","0.88","0.00","0.88","0.88","0.00","7.03","8.79","9.67","4","6","1","2","2","1","3","0","0",""
"COLTON SISSONS","C","R","2016","NSH","19","All Situations","195.70","2","1.54","1","1","0","3","3","25.00","18.18","14.02","8","11","15","0.61","0.47","0.31","0.31","0.00","0.92","0.92","2.45","3.37","4.60","38","18","5","5","1","0","8","77","63","55.00"
"JORDAN NOLAN","C","L","2016","L.A","12","All Situations","114.83","0","0.57","1","1","0","1","1","0.00","0.00","4.78","8","12","17","0.00","0.30","0.52","0.52","0.00","0.52","0.52","4.18","6.27","8.88","12","15","1","2","0","9","1","0","1","0.00"
"JOSH JOORIS","RW","R","2016","NYR","9","All Situations","78.50","1","0.53","1","0","1","2","1","12.50","8.33","4.39","8","12","17","0.76","0.40","0.76","0.00","0.76","1.53","0.76","6.11","9.17","12.99","15","6","2","1","4","0","3","23","22","51.11"
"LANCE BOUMA","LW","L","2016","CGY","13","All Situations","150.78","0","0.88","1","0","1","1","0","0.00","0.00","8.03","8","11","16","0.00","0.35","0.40","0.00","0.40","0.40","0.00","3.18","4.38","6.37","33","14","3","2","4","1","9","0","1","0.00"
"MARK BOROWIECKI","D","L","2016","OTT","21","All Situations","264.55","0","0.32","0","0","0","0","0","0.00","0.00","2.29","8","14","24","0.00","0.07","0.00","0.00","0.00","0.00","0.00","1.81","3.18","5.44","76","38","2","5","6","10","26","0","0",""
"MICHAEL CHAPUT","C","L","2016","VAN","10","All Situations","110.22","0","0.52","1","0","1","1","0","0.00","0.00","6.53","8","8","13","0.00","0.28","0.54","0.00","0.54","0.54","0.00","4.35","4.35","7.08","14","13","1","1","0","2","4","52","41","55.91"
"MICHEAL HALEY","C","L","2016","S.J","12","All Situations","93.32","0","1.14","2","1","1","2","1","0.00","0.00","9.49","8","12","18","0.00","0.73","1.29","0.64","0.64","1.29","0.64","5.14","7.72","11.57","40","7","2","5","6","1","6","1","2","33.33"
"NOEL ACCIARI","C","R","2016","BOS","12","All Situations","120.15","0","1.26","2","0","2","2","0","0.00","0.00","11.41","8","11","17","0.00","0.63","1.00","0.00","1.00","1.00","0.00","4.00","5.49","8.49","26","23","5","2","6","2","2","7","12","36.84"
"OSCAR LINDBERG","C","L","2016","NYR","9","All Situations","89.45","0","0.37","1","0","1","1","0","0.00","0.00","3.70","8","10","12","0.00","0.25","0.67","0.00","0.67","0.67","0.00","5.37","6.71","8.05","8","11","1","0","0","4","7","22","22","50.00"
"ZAC DALPE","C","R","2016","MIN","9","All Situations","77.00","1","1.09","2","0","2","3","1","12.50","9.09","9.88","8","11","14","0.78","0.85","1.56","0.00","1.56","2.34","0.78","6.23","8.57","10.91","5","4","3","0","3","1","5","27","31","46.55"
"ZACK MITCHELL","RW","R","2016","MIN","9","All Situations","78.47","0","0.72","0","0","0","0","0","0.00","0.00","6.03","8","12","12","0.00","0.55","0.00","0.00","0.00","0.00","0.00","6.12","9.18","9.18","14","7","1","1","0","0","3","11","8","57.89"
"ANTON LANDER","C","L","2016","EDM","16","All Situations","163.93","1","0.45","2","0","2","3","1","14.29","10.00","4.48","7","10","11","0.37","0.16","0.73","0.00","0.73","1.10","0.37","2.56","3.66","4.03","19","8","3","2","0","3","4","69","46","60.00"
"CASEY NELSON","D","R","2016","BUF","8","All Situations","98.42","0","0.2","0","0","0","0","0","0.00","0.00","2.26","7","9","15","0.00","0.12","0.00","0.00","0.00","0.00","0.00","4.27","5.49","9.14","13","13","0","1","0","1","3","0","0",""
"CODY MCLEOD","LW","L","2016","COL","13","All Situations","79.23","0","0.39","0","0","0","0","0","0.00","0.00","4.89","7","8","8","0.00","0.30","0.00","0.00","0.00","0.00","0.00","5.30","6.06","6.06","20","7","1","0","2","8","0","0","0",""
"JARED BOLL","RW","R","2016","ANA","19","All Situations","119.80","0","0.55","1","1","0","1","1","0.00","0.00","6.08","7","9","13","0.00","0.27","0.50","0.50","0.00","0.50","0.50","3.51","4.51","6.51","14","19","1","2","12","2","3","0","1","0.00"
"JAYSON MEGNA","C","R","2016","VAN","6","All Situations","60.60","1","0.63","0","0","0","1","1","14.29","12.50","7.92","7","8","9","0.99","0.63","0.00","0.00","0.00","0.99","0.99","6.93","7.92","8.91","9","3","3","0","2","1","2","0","0",""
"JOEL ERIKSSON EK","C","L","2016","MIN","9","All Situations","91.12","2","0.55","3","2","1","5","4","28.57","20.00","5.54","7","10","12","1.32","0.36","1.98","1.32","0.66","3.29","2.63","4.61","6.58","7.90","14","11","1","1","0","1","5","21","34","38.18"
"MICHAEL SGARBOSSA","C","L","2016","ANA","9","All Situations","85.22","0","0.62","2","1","1","2","1","0.00","0.00","5.62","7","11","13","0.00","0.44","1.41","0.70","0.70","1.41","0.70","4.93","7.74","9.15","6","4","0","2","1","0","4","34","46","42.50"
"NICK SORENSEN","RW","R","2016","ANA","5","All Situations","54.45","0","0.33","1","0","1","1","0","0.00","0.00","4.19","7","8","9","0.00","0.37","1.10","0.00","1.10","1.10","0.00","7.71","8.82","9.92","2","6","0","0","0","1","3","1","0","100.00"
"PONTUS ABERG","LW","R","2016","NSH","7","All Situations","87.87","1","0.26","1","0","1","2","1","14.29","12.50","3.27","7","8","11","0.68","0.18","0.68","0.00","0.68","1.37","0.68","4.78","5.46","7.51","4","8","3","1","0","1","0","1","0","100.00"
"SEAN KURALY","C","L","2016","BOS","5","All Situations","40.93","0","0.46","0","0","0","0","0","0.00","0.00","6.56","7","7","12","0.00","0.67","0.00","0.00","0.00","0.00","0.00","10.26","10.26","17.59","3","2","0","0","0","1","1","1","2","33.33"
"SVEN ANDRIGHETTO","RW","L","2016","MTL","4","All Situations","45.00","0","0.58","0","0","0","0","0","0.00","0.00","7.30","7","8","8","0.00","0.78","0.00","0.00","0.00","0.00","0.00","9.33","10.67","10.67","5","6","1","1","0","0","3","0","0",""
"TAYLOR FEDUN","D","R","2016","BUF","5","All Situations","77.80","0","0.34","4","1","3","4","1","0.00","0.00","3.76","7","9","13","0.00","0.26","3.08","0.77","2.31","3.08","0.77","5.40","6.94","10.03","1","4","1","1","0","1","2","0","0",""
"BOYD GORDON","C","R","2016","PHI","8","All Situations","68.08","1","0.55","0","0","0","1","1","16.67","14.29","7.93","6","7","9","0.88","0.49","0.00","0.00","0.00","0.88","0.88","5.29","6.17","7.93","3","7","1","0","0","1","2","33","19","63.46"
"BRAYDEN MCNABB","D","L","2016","L.A","8","All Situations","161.92","2","0.24","0","0","0","2","2","33.33","14.29","1.69","6","14","22","0.74","0.09","0.00","0.00","0.00","0.74","0.74","2.22","5.19","8.15","12","19","1","7","1","6","3","0","0",""
"BRYAN BICKELL","LW","L","2016","CAR","7","All Situations","67.92","1","0.96","0","0","0","1","1","16.67","10.00","9.59","6","10","12","0.88","0.85","0.00","0.00","0.00","0.88","0.88","5.30","8.83","10.60","10","4","3","1","0","2","1","0","2","0.00"
"CHRIS TERRY","LW","L","2016","MTL","5","All Situations","59.92","0","0.52","1","0","1","1","0","0.00","0.00","5.79","6","9","11","0.00","0.52","1.00","0.00","1.00","1.00","0.00","6.01","9.01","11.01","9","10","3","5","1","1","1","0","0",""
"COLE SCHNEIDER","LW","L","2016","BUF","4","All Situations","28.57","0","0.19","1","1","0","1","1","0.00","0.00","3.13","6","6","8","0.00","0.39","2.10","2.10","0.00","2.10","2.10","12.60","12.60","16.80","3","0","0","0","0","0","2","0","0",""
"DAVID WARSOFSKY","D","L","2016","PIT","4","All Situations","61.28","0","0.22","0","0","0","0","0","0.00","0.00","1.83","6","12","17","0.00","0.22","0.00","0.00","0.00","0.00","0.00","5.87","11.75","16.64","3","2","2","2","0","1","6","0","0",""
"DMITRY KULIKOV","D","L","2016","BUF","12","All Situations","271.00","0","0.34","0","0","0","0","0","0.00","0.00","2.25","6","15","30","0.00","0.07","0.00","0.00","0.00","0.00","0.00","1.33","3.32","6.64","12","32","2","7","1","4","13","0","0",""
"DYLAN STROME","C","L","2016","ARI","7","All Situations","95.78","0","0.59","1","1","0","1","1","0.00","0.00","4.94","6","12","16","0.00","0.37","0.63","0.63","0.00","0.63","0.63","3.76","7.52","10.02","3","2","3","0","1","1","2","31","41","43.06"
"JAKE GUENTZEL","C","L","2016","PIT","4","All Situations","56.63","3","1.18","1","0","1","4","3","50.00","33.33","13.15","6","9","10","3.18","1.25","1.06","0.00","1.06","4.24","3.18","6.36","9.54","10.60","11","13","2","0","0","1","1","2","1","66.67"
"JORDAN SCHROEDER","C","R","2016","MIN","2","All Situations","16.90","0","0.07","0","0","0","0","0","0.00","0.00","1.11","6","6","7","0.00","0.24","0.00","0.00","0.00","0.00","0.00","21.30","21.30","24.85","0","0","0","0","1","0","0","0","0",""
"JOSEPH CRAMAROSSA","C","L","2016","ANA","13","All Situations","143.65","1","0.69","2","2","0","3","3","16.67","9.09","6.25","6","11","14","0.42","0.29","0.84","0.84","0.00","1.25","1.25","2.51","4.59","5.85","29","10","4","5","5","0","9","1","0","100.00"
"JUSTIN FALK","D","L","2016","BUF","8","All Situations","103.23","0","0.17","0","0","0","0","0","0.00","0.00","2.49","6","7","12","0.00","0.10","0.00","0.00","0.00","0.00","0.00","3.49","4.07","6.97","15","13","1","2","0","1","2","0","0",""
"JYRKI JOKIPAKKA","D","L","2016","CGY","13","All Situations","192.60","1","0.16","3","0","3","4","1","16.67","10.00","1.55","6","10","18","0.31","0.05","0.93","0.00","0.93","1.25","0.31","1.87","3.12","5.61","6","15","1","6","4","1","11","0","0",""
"MATT GREENE","D","R","2016","L.A","11","All Situations","146.32","1","0.17","1","0","1","2","1","16.67","11.11","1.85","6","9","20","0.41","0.07","0.41","0.00","0.41","0.82","0.41","2.46","3.69","8.20","42","17","1","7","0","4","13","0","0",""
"MICHAL ROZSIVAL","D","R","2016","CHI","7","All Situations","108.33","0","0.21","1","1","0","1","1","0.00","0.00","2.28","6","9","10","0.00","0.11","0.55","0.55","0.00","0.55","0.55","3.32","4.98","5.54","14","22","0","1","0","2","9","0","0",""
"MILAN MICHALEK","LW","L","2016","TOR","5","All Situations","71.35","1","0.61","1","0","1","2","1","16.67","12.50","7.62","6","8","10","0.84","0.51","0.84","0.00","0.84","1.68","0.84","5.05","6.73","8.41","7","8","3","1","0","1","8","0","1","0.00"
"NATE PROSSER","D","R","2016","MIN","9","All Situations","110.57","0","0.31","1","1","0","1","1","0.00","0.00","2.83","6","11","14","0.00","0.17","0.54","0.54","0.00","0.54","0.54","3.26","5.97","7.60","8","15","0","2","0","0","12","0","0",""
"NICOLAS DESLAURIERS","LW","L","2016","BUF","7","All Situations","61.08","0","0.39","0","0","0","0","0","0.00","0.00","4.32","6","9","11","0.00","0.38","0.00","0.00","0.00","0.00","0.00","5.89","8.84","10.81","16","4","1","0","0","3","1","0","0",""
"TAYLOR CHORNEY","D","L","2016","WSH","3","All Situations","38.28","0","0.13","1","0","1","1","0","0.00","0.00","1.92","6","7","8","0.00","0.21","1.57","0.00","1.57","1.57","0.00","9.40","10.97","12.54","2","4","0","1","0","0","2","0","0",""
"BROCK MCGINN","LW","L","2016","CAR","6","All Situations","58.13","0","0.41","0","0","0","0","0","0.00","0.00","6.77","5","6","10","0.00","0.42","0.00","0.00","0.00","0.00","0.00","5.16","6.19","10.32","7","6","4","2","1","0","2","0","1","0.00"
"CHRISTOPH BERTSCHY","C","R","2016","MIN","5","All Situations","40.67","0","0.47","1","0","1","1","0","0.00","0.00","9.42","5","5","5","0.00","0.70","1.48","0.00","1.48","1.48","0.00","7.38","7.38","7.38","7","5","0","0","0","2","3","0","0",""
"CODY EAKIN","C","L","2016","DAL","5","All Situations","79.70","0","0.24","0","0","0","0","0","0.00","0.00","3.39","5","7","10","0.00","0.18","0.00","0.00","0.00","0.00","0.00","3.76","5.27","7.53","2","2","1","1","0","0","3","44","39","53.01"
"CURTIS LAZAR","C","R","2016","OTT","4","All Situations","45.40","0","0.37","0","0","0","0","0","0.00","0.00","6.21","5","6","9","0.00","0.49","0.00","0.00","0.00","0.00","0.00","6.61","7.93","11.89","9","8","1","1","1","0","1","1","8","11.11"
"DANTON HEINEN","C","L","2016","BOS","7","All Situations","91.87","0","0.39","0","0","0","0","0","0.00","0.00","5.53","5","7","8","0.00","0.25","0.00","0.00","0.00","0.00","0.00","3.27","4.57","5.22","5","2","4","2","0","1","2","0","0",""
"JAMIE OLEKSIAK","D","L","2016","DAL","8","All Situations","124.38","1","0.25","1","0","1","2","1","20.00","14.29","3.57","5","7","10","0.48","0.12","0.48","0.00","0.48","0.96","0.48","2.41","3.38","4.82","7","9","0","2","5","1","11","0","0",""
"KEVIN CONNAUTON","D","L","2016","ARI","7","All Situations","92.80","0","0.17","1","1","0","1","1","0.00","0.00","1.39","5","12","16","0.00","0.11","0.65","0.65","0.00","0.65","0.65","3.23","7.76","10.34","15","10","0","2","0","3","4","0","0",""
"KLAS DAHLBECK","D","L","2016","CAR","9","All Situations","110.03","1","0.13","2","2","0","3","3","20.00","11.11","1.42","5","9","17","0.55","0.07","1.09","1.09","0.00","1.64","1.64","2.73","4.91","9.27","13","12","3","2","0","6","6","0","0",""
"KORBINIAN HOLZER","D","R","2016","ANA","8","All Situations","115.47","0","0.22","2","1","1","2","1","0.00","0.00","2.79","5","8","9","0.00","0.12","1.04","0.52","0.52","1.04","0.52","2.60","4.16","4.68","15","11","0","2","0","2","10","0","0",""
"MARK STUART","D","L","2016","WPG","8","All Situations","96.18","0","0.13","0","0","0","0","0","0.00","0.00","2.22","5","6","8","0.00","0.08","0.00","0.00","0.00","0.00","0.00","3.12","3.74","4.99","9","8","2","3","1","1","16","0","0",""
"MAX MCCORMICK","RW","L","2016","OTT","4","All Situations","29.70","0","0.35","0","0","0","0","0","0.00","0.00","5.76","5","6","10","0.00","0.70","0.00","0.00","0.00","0.00","0.00","10.10","12.12","20.20","9","1","1","0","0","0","0","11","9","55.00"
"ONDREJ KASE","RW","R","2016","ANA","6","All Situations","74.92","0","0.42","2","2","0","2","2","0.00","0.00","4.67","5","9","14","0.00","0.34","1.60","1.60","0.00","1.60","1.60","4.00","7.21","11.21","7","11","0","5","1","1","1","0","1","0.00"
"QUINTON HOWDEN","C","L","2016","WPG","5","All Situations","43.28","0","0.52","0","0","0","0","0","0.00","0.00","10.48","5","5","6","0.00","0.73","0.00","0.00","0.00","0.00","0.00","6.93","6.93","8.32","4","10","1","0","0","0","0","0","2","0.00"
"ADAM CLENDENING","D","R","2016","NYR","6","All Situations","100.52","0","0.15","2","0","2","2","0","0.00","0.00","1.63","4","9","17","0.00","0.09","1.19","0.00","1.19","1.19","0.00","2.39","5.37","10.15","1","16","2","1","0","1","4","0","0",""
"ANDY ANDREOFF","LW","L","2016","L.A","9","All Situations","90.30","0","0.4","0","0","0","0","0","0.00","0.00","5.06","4","8","13","0.00","0.27","0.00","0.00","0.00","0.00","0.00","2.66","5.32","8.64","17","12","0","4","3","3","3","8","5","61.54"
"CHRISTOPHER TANEV","D","R","2016","VAN","7","All Situations","141.12","0","0.23","1","0","1","1","0","0.00","0.00","2.86","4","8","12","0.00","0.10","0.43","0.00","0.43","0.43","0.00","1.70","3.40","5.10","3","13","1","2","0","3","19","0","0",""
"DEREK RYAN","C","R","2016","CAR","7","All Situations","93.07","0","1.09","1","1","0","1","1","0.00","0.00","13.56","4","8","12","0.00","0.70","0.64","0.64","0.00","0.64","0.64","2.58","5.16","7.74","7","14","2","3","1","1","4","35","26","57.38"
"DYLAN DEMELO","D","R","2016","S.J","2","All Situations","28.70","1","0.07","0","0","0","1","1","25.00","20.00","1.35","4","5","6","2.09","0.14","0.00","0.00","0.00","2.09","2.09","8.36","10.45","12.54","5","3","0","0","0","0","3","0","0",""
"GARNET HATHAWAY","RW","R","2016","CGY","7","All Situations","61.55","1","0.66","0","0","0","1","1","25.00","20.00","13.26","4","5","8","0.97","0.65","0.00","0.00","0.00","0.97","0.97","3.90","4.87","7.80","15","5","1","0","3","1","4","7","5","58.33"
"HUNTER SHINKARUK","C","L","2016","CGY","6","All Situations","64.33","0","0.5","1","0","1","1","0","0.00","0.00","8.27","4","6","10","0.00","0.46","0.93","0.00","0.93","0.93","0.00","3.73","5.60","9.33","3","9","2","1","2","0","3","0","0",""
"SCOTT LAUGHTON","C","L","2016","PHI","2","All Situations","20.48","0","0.61","0","0","0","0","0","0.00","0.00","15.21","4","4","5","0.00","1.78","0.00","0.00","0.00","0.00","0.00","11.72","11.72","14.65","3","2","1","0","0","0","0","11","9","55.00"
"TEEMU PULKKINEN","LW","R","2016","MIN","8","All Situations","73.23","1","0.28","0","0","0","1","1","25.00","16.67","4.73","4","6","10","0.82","0.23","0.00","0.00","0.00","0.82","0.82","3.28","4.92","8.19","2","8","2","1","0","1","3","0","0",""
"BLAKE SPEERS","C","R","2016","N.J","3","All Situations","28.45","0","0.15","0","0","0","0","0","0.00","0.00","5.03","3","3","3","0.00","0.32","0.00","0.00","0.00","0.00","0.00","6.33","6.33","6.33","1","2","1","0","0","0","1","0","2","0.00"
"CHARLES HUDON","LW","L","2016","MTL","3","All Situations","35.78","0","0.14","2","1","1","2","1","0.00","0.00","4.70","3","3","3","0.00","0.24","3.35","1.68","1.68","3.35","1.68","5.03","5.03","5.03","11","3","3","2","0","1","0","0","0",""
"DALTON PROUT","D","R","2016","CBJ","8","All Situations","120.57","0","0.06","0","0","0","0","0","0.00","0.00","1.27","3","5","11","0.00","0.03","0.00","0.00","0.00","0.00","0.00","1.49","2.49","5.47","18","5","1","5","1","3","8","0","0",""
